,Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
143110,143110,2019-03-18 13:31:12,3598215285024754,fraud_Kutch-Ferry,home,8.0,Ashley,Lopez,F,9333 Valentine Point,Bellmore,NY,11710,40.6729,-73.5365,34496,"Librarian, public",1970-10-21,3c2fd0094c0490ad00ff68da89dd70d1,1332077472,41.070842,-74.343172,0
697218,697218,2019-10-24 23:01:47,4302480582202074,fraud_Heathcote LLC,shopping_net,5.03,David,Rodriguez,M,821 Solis Points,Muskegon,MI,49440,43.2326,-86.2492,128715,Historic buildings inspector/conservation officer,1995-05-25,5b43bbcc203108afb8ebf42d9972c9ab,1351119707,44.014634,-86.962643,0
234705,234705,2019-04-28 11:13:18,30082025922891,fraud_Deckow-O'Conner,grocery_pos,72.22,Kathleen,Thompson,F,199 Patterson Fords Apt. 132,Naples,FL,34112,26.1184,-81.7361,276002,"Pilot, airline",1934-06-23,495b3a6b7a4cd98da57337d94a9b7a0f,1335611598,26.208409,-82.298816,0
600971,600971,2019-09-12 14:41:24,3560797065840735,"fraud_Turner, Ruecker and Parisian",misc_pos,1.38,Janet,Turner,F,0925 Lang Extensions,Shields,ND,58569,46.1838,-101.2589,77,Film/video editor,1989-12-17,05d2b7bd1518e3171dd5327287e3f6a2,1347460884,45.183926,-101.373074,0
875259,875259,2019-12-21 12:55:59,3511378610369890,"fraud_Haley, Jewess and Bechtelar",shopping_pos,31.03,James,Cooper,M,663 Ramirez Trace Apt. 951,Huntsville,AL,35811,34.7789,-86.5438,190178,Television production assistant,1973-04-01,366162d5d73ddfb8c94f0dcde040534c,1356094559,35.463684,-85.948391,0
194415,194415,2019-04-10 10:39:56,4169388510116,"fraud_Ruecker, Beer and Collier",shopping_net,1.11,Marcia,Molina,F,6744 Jimmy Extensions,Port Gibson,NY,14537,43.033,-77.1575,207,Database administrator,1962-09-27,987ded6fb4dc59cfecebbf70a5c0df08,1334054396,42.716398,-76.162871,0
1277443,1277443,2020-06-14 16:25:42,373905417449658,"fraud_Reichert, Shanahan and Hayes",shopping_net,42.13,Sarah,Bishop,F,554 Mcdonald Valley Apt. 539,Meridian,TX,76665,31.929,-97.6443,2526,Phytotherapist,1970-11-12,0fe8e99faf61a66a71422e97b654b394,1371227142,32.844709,-97.437449,0
943397,943397,2020-01-12 05:22:39,3535808924394848,fraud_Stamm-Witting,shopping_net,92.81,Matthew,Myers,M,4936 Michelle Points,Tower Hill,IL,62571,39.39,-88.9597,1532,Radio broadcast assistant,1980-01-09,57226d5de916dd52231c8403b21bb677,1357968159,40.090627000000005,-88.49400200000001,0
732421,732421,2019-11-09 13:21:38,4897067971111209737,"fraud_Bins, Balistreri and Beatty",shopping_pos,8.93,Randy,Wood,M,542 Howe Mission Apt. 092,Port Richey,FL,34668,28.3011,-82.6927,42619,Environmental education officer,1975-10-07,44e86af0ddbf8c723fa61149981c2179,1352467298,28.226471000000004,-83.461119,0
536298,536298,2019-08-18 13:26:10,180031190491743,fraud_Streich Ltd,home,77.69,Becky,Mckinney,F,250 Benjamin Hill Apt. 026,Mobile,AL,36617,30.7145,-88.0918,270712,"Surveyor, land/geomatics",1972-01-05,d2cf5f42d2d7abb448dac579a26b2b52,1345296370,31.324391,-88.886646,0
1132875,1132875,2020-04-16 23:25:57,6554245334757802,fraud_Daugherty LLC,kids_pets,82.07,Monique,Robinson,F,07712 Marcus Divide Apt. 831,Laguna Hills,CA,92637,33.615,-117.7114,45303,Sales executive,1969-12-22,1d33b6fef10e6579418261d6289e0018,1366154757,32.961753,-117.670835,0
744270,744270,2019-11-14 17:14:46,4092452671396169678,"fraud_Roberts, Daniel and Macejkovic",kids_pets,108.11,Jeffrey,Vargas,M,478 Alexandria Mount,Bolton,NC,28423,34.3091,-78.3372,2290,"Engineer, biomedical",1945-12-07,97323e648fcb6f4aeb4b4ef8794d49a1,1352913286,33.418293,-78.997247,0
1049417,1049417,2020-03-10 21:38:07,4755696071492,"fraud_Schuppe, Nolan and Hoeger",shopping_pos,7.46,Robert,Evans,M,01892 Patricia Vista Apt. 828,Sachse,TX,75048,32.9643,-96.6012,20328,Site engineer,1985-06-20,44ca2e0864cebbd60e29678b81a28770,1362951487,32.092039,-97.203787,0
1294683,1294683,2020-06-20 19:03:42,4301028321766222513,"fraud_Yost, Schamberger and Windler",kids_pets,41.85,Joe,Howard,M,109 Brian Lights Apt. 504,Shippingport,PA,15077,40.6025,-80.3863,198,Secretary/administrator,1978-10-26,0d9967319cac19fdb37250ac15bb3eec,1371755022,40.827346,-80.64432,0
1189036,1189036,2020-05-11 18:36:30,3596357274378601,"fraud_Ledner, Hartmann and Feest",health_fitness,38.42,David,Everett,M,4138 David Fall,Morrisdale,PA,16858,41.0001,-78.2357,3688,Advice worker,1973-05-27,2a62b7e19e52a9c0551fe5dd0407dc66,1368297390,41.821809,-79.026303,0
983652,983652,2020-02-03 22:37:04,4550599031376731,fraud_Emmerich-Rau,personal_care,48.61,Angela,West,F,9471 Wong Islands,Mansfield,OH,44902,40.7559,-82.5123,92985,Press photographer,1968-05-29,9b145a9dd04f020e2a126178f28d6d6a,1359931024,40.970698,-82.500573,0
820235,820235,2019-12-08 19:50:06,3543299015720986,fraud_Gerhold LLC,home,123.52,Angela,White,F,137 Adam Dale,Lebanon,VA,24266,36.8809,-82.0956,9521,"Teacher, English as a foreign language",1977-10-19,8151c30a506ae469bf30eaa4b91e28d7,1354996206,36.630383,-82.821354,0
1292538,1292538,2020-06-19 20:42:48,6538441737335434,fraud_Weber and Sons,food_dining,8.69,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,1997-09-22,4f401261b88a1b8693bbba3ac83ed912,1371674568,40.812338,-80.06044200000001,0
248851,248851,2019-05-04 20:45:42,3573030041201292,"fraud_Kihn, Abernathy and Douglas",shopping_net,4.8,Joanne,Williams,F,3638 Marsh Union,Altonah,UT,84002,40.3207,-110.436,302,"Sales professional, IT",1990-01-17,3e3130a9eb549c88bd5bf4c7b79c5c22,1336164342,41.281208,-110.683435,0
588992,588992,2019-09-07 09:56:34,4761403817546679245,fraud_Barton Inc,grocery_pos,77.73,Diana,Jacobs,F,69608 Perez Mountain Apt. 006,Viola,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,1986-05-02,0d80aad976959ad930f23c75def7d25d,1347011794,36.160075,-92.8784,0
1239277,1239277,2020-06-01 02:39:29,371284100299909,"fraud_Reilly, Heaney and Cole",gas_transport,63.85,Hannah,Thomas,F,1004 Willis Pass,Hedley,TX,79237,34.8698,-100.6806,513,Early years teacher,1976-05-24,d616610969416f09579448be7536ecda,1370054369,35.007912,-101.362463,0
1295745,1295745,2020-06-21 04:04:30,4149635823017,fraud_Bartoletti-Wunsch,gas_transport,61.91,Samuel,Farrell,M,428 Michael Tunnel Apt. 377,Cleveland,AL,35049,33.9778,-86.5598,3996,Aid worker,1977-06-14,5345dd7bc2c32cd43cd7d926b0666bb9,1371787470,34.244232000000004,-86.89592900000001,0
1197369,1197369,2020-05-15 16:40:17,4570636521433188,"fraud_Romaguera, Wehner and Tromp",kids_pets,39.9,Christine,Leblanc,F,5097 Jodi Vista Suite 811,Deltona,FL,32725,28.8989,-81.2473,88735,Commercial horticulturist,1988-04-09,cd4995d573c260b62f5c5e97b4f3205a,1368636017,28.123024,-81.287401,0
23082,23082,2019-01-14 15:39:38,4997733566924489,fraud_Hudson-Grady,shopping_pos,728.7,Stephanie,Taylor,F,598 Martin Pine Suite 365,Saint Paul,MN,55128,44.9913,-92.9487,753116,Fisheries officer,1971-08-06,bb96e138e4871aa78b6edd910c254a55,1326555578,45.862809000000006,-92.863092,0
1294010,1294010,2020-06-20 13:16:10,567868110212,fraud_Kilback LLC,food_dining,59.24,Dawn,Tucker,F,789 Herring Manors,Houston,TX,77007,29.7736,-95.4034,2906700,"Copywriter, advertising",1984-12-16,ec99d6ad536ea926ef1282c455fa23f4,1371734170,29.980882,-95.552717,0
398412,398412,2019-06-30 16:13:58,30343344410970,"fraud_Kihn, Brakus and Goyette",personal_care,20.93,Jacob,Dawson,M,663 Anna Plaza,Marienville,PA,16239,41.4622,-79.1306,4172,"Copywriter, advertising",1962-03-20,d9ff28e59a78900ca5f4c9a7a2a431d7,1341072838,40.499586,-79.23479499999999,0
793802,793802,2019-12-02 16:11:57,30143535920989,fraud_Bins-Howell,personal_care,52.78,Lisa,Collins,F,44197 Jeffrey Port Suite 050,Bridgeport,NJ,8014,39.8016,-75.3478,504,"Engineer, control and instrumentation",1980-08-17,dc481b57c8635fa38c7beb66aa480e1a,1354464717,39.302514,-76.08581,0
665389,665389,2019-10-10 21:34:15,2720894374956739,"fraud_Mante, Luettgen and Hackett",health_fitness,261.53,Audrey,Hickman,F,3325 Gregory Square,Mount Clemens,MI,48043,42.5978,-82.8823,16305,"Psychologist, sport and exercise",1927-05-25,370d5eb5282cf04e0b10844d8d219c54,1349904855,42.638454,-83.621054,0
518406,518406,2019-08-11 23:15:04,501802953619,fraud_Jakubowski Inc,home,122.89,Robert,Flores,M,3277 Fields Meadows Apt. 790,Greenview,CA,96037,41.5403,-122.9366,308,Call centre manager,1958-09-20,ee4f54ce4b4e1c57cd0f6b84dcf5968e,1344726904,40.614532,-122.141745,0
1111480,1111480,2020-04-07 07:29:47,4069975342931683,fraud_Funk Group,grocery_net,38.06,Kimberly,Martin,F,1943 Dennis Inlet Suite 145,Hurricane,WV,25526,38.4257,-81.9943,21902,Sub,1980-09-18,7f878da0de4347df8a0eccfc578f99bb,1365319787,39.216392,-81.62445699999999,0
93613,93613,2019-02-25 01:33:23,375848982312810,fraud_Hermann-Gaylord,misc_pos,1.23,Dale,Smith,M,25036 Contreras Turnpike Suite 270,Purmela,TX,76566,31.4841,-97.9903,258,Web designer,1943-12-15,f68eebc3c4b6ea7f12a8fb28e810a8ba,1330133603,32.311758000000005,-98.083569,0
724104,724104,2019-11-04 23:02:27,180031190491743,fraud_Schroeder Group,health_fitness,17.75,Becky,Mckinney,F,250 Benjamin Hill Apt. 026,Mobile,AL,36617,30.7145,-88.0918,270712,"Surveyor, land/geomatics",1972-01-05,da0c14dbfbb856f88964d5d2410296f4,1352070147,31.011375,-87.116237,0
1013814,1013814,2020-02-22 13:25:30,372509258176510,"fraud_O'Reilly, Mohr and Purdy",home,24.22,Kristen,Hanson,F,26544 Andrea Glen,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,1985-06-18,d1abe8c8087a8ab3c4e06238dad6e6eb,1361539530,43.450763,-83.91566800000001,0
724842,724842,2019-11-05 11:59:38,2297447006766555,fraud_Donnelly PLC,misc_net,8.35,Laura,Walker,F,611 Michael Rue,Cisco,IL,61830,39.9972,-88.6962,478,Landscape architect,1960-01-13,a1d2ece81134f3bf67d51b84c617ef11,1352116778,39.219328,-88.419519,0
1259240,1259240,2020-06-08 03:16:22,4926376199189801,fraud_Bailey-Morar,grocery_pos,222.87,Claire,Davis,F,83685 Matthew Center Suite 870,Cherokee Village,AR,72529,36.3011,-91.5281,4726,Pharmacologist,1977-06-07,ca13162706d559aa0800c7d94e4b66b0,1370661382,35.496127,-90.63939,0
1037055,1037055,2020-03-06 02:26:09,180064817343047,fraud_Bins-Rice,gas_transport,70.0,Patricia,Gonzalez,F,8973 Mark Drive,Stephensport,KY,40170,37.9048,-86.524,344,Chartered public finance accountant,1967-03-30,80ec3e9722fd3d727614861f581259f4,1362536769,38.589636,-86.67145,0
1229246,1229246,2020-05-28 07:16:35,30270432095985,fraud_Kerluke Inc,misc_net,1497.39,Lisa,Lin,F,908 Brooks Brook,Lomax,IL,61454,40.6761,-91.0391,725,Environmental consultant,1972-11-28,20a75aa6d91c17c440e8b43771b97a90,1369725395,39.98979,-91.389722,0
1207754,1207754,2020-05-19 16:37:27,4220345354880,fraud_Stark-Koss,home,2.89,Patrick,Torres,M,27386 Snyder Station,Oxford,MI,48371,42.8223,-83.2829,24840,Agricultural consultant,1960-01-20,a20d49ba5ba91b23820d286afc9d90e5,1368981447,43.369457,-82.706154,0
473867,473867,2019-07-27 19:10:31,3575789281659026,fraud_Shanahan-Lehner,personal_care,45.49,Lindsay,Wilson,F,7618 Gonzales Mission,Centerview,MO,64019,38.7897,-93.8702,2368,Electronics engineer,1989-07-17,bd9fe17e555a3fbb11ea6db9b60d0863,1343416231,38.714321000000005,-93.288677,0
561708,561708,2019-08-26 22:59:53,30270432095985,fraud_Donnelly LLC,entertainment,16.81,Lisa,Lin,F,908 Brooks Brook,Lomax,IL,61454,40.6761,-91.0391,725,Environmental consultant,1972-11-28,cc67643b4f07abb38a600b7fd4c0750a,1346021993,40.032932,-91.074634,0
1275190,1275190,2020-06-13 22:11:26,213173753804333,"fraud_Reichel, Bradtke and Blanda",travel,8.08,Joseph,Wagner,M,822 Austin Spur,North Judson,IN,46366,41.2244,-86.6966,5791,"Doctor, general practice",1959-10-07,7deca3d8e245da257e9294412ecd8228,1371161486,41.800740000000005,-86.781075,0
850272,850272,2019-12-15 14:57:59,30364087349027,fraud_Kuhic LLC,shopping_net,3.76,Samuel,Sandoval,M,0005 Morrison Land,Mounds,OK,74047,35.8896,-96.0887,7163,Fitness centre manager,1982-02-05,9b3a385239dfed8db1ccac65a29e2c45,1355583479,36.725302,-96.112693,0
901372,901372,2019-12-27 08:31:41,4220345354880,"fraud_Ruecker, Beer and Collier",shopping_net,5.49,Patrick,Torres,M,27386 Snyder Station,Oxford,MI,48371,42.8223,-83.2829,24840,Agricultural consultant,1960-01-20,168538f171d94d7b30b3dd86e0e1de5a,1356597101,42.630533,-83.38157700000001,0
852202,852202,2019-12-15 20:50:48,4306586894261180,fraud_Monahan-Morar,personal_care,74.51,Renee,Walls,F,86542 Jessica Fords Apt. 706,Veedersburg,IN,47987,40.1186,-87.2602,4049,"Development worker, community",1959-10-19,86771e0837272bfc5944894f73987b43,1355604648,39.93277,-87.28735999999999,0
784800,784800,2019-12-01 04:56:30,3533742182628021,fraud_Bradtke PLC,grocery_pos,74.33,Robert,Haynes,M,857 Aaron Circles Suite 398,Johns Island,SC,29455,32.8357,-79.8217,20478,Materials engineer,1997-06-04,5106c6abd33826e8c051aaf906844526,1354337790,32.218573,-80.608307,0
7687,7687,2019-01-06 00:26:53,213178850083780,"fraud_Bernier, Streich and Jewess",grocery_net,45.69,Shawn,King,M,31493 Garcia Summit,Athena,OR,97813,45.8289,-118.4971,1302,Dealer,1976-10-18,97a37693d72c01d66baddfe228a6350e,1325809613,45.935788,-118.868545,0
706838,706838,2019-10-28 14:26:43,30560609640617,fraud_Runte-Mohr,food_dining,104.0,Michael,Olson,M,558 Michael Estates,Luray,MO,63453,40.4931,-91.8912,519,Town planner,1966-02-13,dba2fa3cc8f798df0cfdc53d22ca4e71,1351434403,41.438052,-92.007313,0
1136151,1136151,2020-04-18 18:37:44,3551217896304745,fraud_Hirthe-Beier,health_fitness,116.76,Sara,Harris,F,597 Jenny Ford Apt. 543,Tupper Lake,NY,12986,44.232,-74.4905,6120,Chartered loss adjuster,1976-10-09,6570308cf7e9397ef75192da43f9b880,1366310264,43.748252,-73.92368499999999,0
1208439,1208439,2020-05-19 21:19:06,6011305591981276,"fraud_Mante, Luettgen and Hackett",health_fitness,15.23,Daniel,Jones,M,290 Kathryn Fall,Huntsville,AL,35803,34.6205,-86.551,190178,"Engineer, automotive",1959-06-06,bcf2861de03a2161fedb74986812d6f3,1368998346,34.236885,-85.854,0
502137,502137,2019-08-05 21:24:12,2296006538441789,fraud_Schamberger-O'Keefe,grocery_pos,65.83,Judy,Hogan,F,4970 Michelle Burgs,Brooklyn,NY,11217,40.6816,-73.9798,2504700,Medical sales representative,1999-09-01,2c251b3d40a7f9f73c8ab6f2d4439590,1344201852,41.299552,-73.04338800000001,0
266653,266653,2019-05-12 13:38:04,6011917798331152,fraud_Schaefer Ltd,kids_pets,80.25,William,Johnson,M,50843 Vincent Mission,South Londonderry,VT,5155,43.1699,-72.8515,828,Scientific laboratory technician,1957-08-30,38056d730624bb69ab3f207dec40b0e5,1336829884,42.761765,-73.082709,0
1184284,1184284,2020-05-10 02:51:06,5388659976630693,fraud_Hudson-Ratke,grocery_pos,172.22,Charles,Preston,M,5364 William Harbor,Seneca,WI,54654,43.2064,-90.9405,153,Quantity surveyor,1962-02-14,525ba21fcc1e2ad1e37c1cd696980a35,1368154266,43.688281,-90.774375,0
1083253,1083253,2020-03-25 21:22:54,30328384440870,fraud_Grimes LLC,entertainment,41.39,Helen,Campbell,F,182 Sergio Summit Apt. 129,Browning,MO,64630,40.029,-93.1607,602,Cytogeneticist,1954-07-14,718eb3df2e496b0ae4ebe98566db8233,1364246574,40.571055,-94.09899,0
98429,98429,2019-02-27 06:55:47,3547560454237873,"fraud_Haley, Jewess and Bechtelar",shopping_pos,6.61,Jerry,Robinson,M,212 Mary Stream,Arcadia,MI,49613,44.5232,-86.2061,680,"Designer, jewellery",1966-12-21,8b0aff7be15920ad3fe08755d5f00356,1330325747,43.904669,-86.973261,0
547924,547924,2019-08-22 20:12:01,213124978348176,fraud_Kuphal-Toy,food_dining,23.08,Steven,Arnold,M,079 Chelsea Rest,Belfast,NY,14711,42.32,-78.0943,1766,Mechanical engineer,1962-06-04,de832b1e1a035cf1d7c9f77387a3fad2,1345666321,42.464634,-78.39283,0
183609,183609,2019-04-06 03:47:03,3540862542587229,"fraud_Kerluke, Considine and Macejkovic",misc_net,4.21,Nancy,Roach,F,376 Brown Courts,Yellowstone National Park,WY,82190,44.7957,-110.6137,369,Materials engineer,1941-11-16,f34ab62a08a7919df32bd3994add6be0,1333684023,44.837986,-110.347148,0
829418,829418,2019-12-10 14:34:17,4560395181594436016,fraud_Stark-Koss,home,9.24,Angela,Taylor,F,6343 Ramirez Skyway Apt. 518,Lakeport,CA,95453,39.047,-122.9328,11256,Podiatrist,1972-10-18,e16850cb96dfe5a6b7f6c65b618ffc50,1355150057,39.90101,-122.681276,0
719472,719472,2019-11-03 13:52:51,370877495212014,fraud_Morissette PLC,shopping_pos,238.33,Sarah,Clark,F,25961 Beverly Union Apt. 042,North Wilkesboro,NC,28659,36.2017,-81.1286,21134,Dispensing optician,1984-03-06,96e52ad645c394d13a30e4ff9d531c37,1351950771,36.789668,-80.53409599999999,0
176400,176400,2019-04-01 23:47:29,374656033243756,fraud_Larkin Ltd,kids_pets,67.96,David,Lewis,M,1499 Michael Rue,Arlington,VA,22213,38.8954,-77.1633,207410,Mudlogger,1984-07-03,64aad1fdc2cdd2967a58aa0b708ab0ce,1333324049,38.547501,-77.50646,0
73342,73342,2019-02-12 16:26:55,213141712584544,"fraud_Roberts, Ryan and Smith",personal_care,70.79,Margaret,Curtis,F,742 Oneill Shore,Florence,MS,39073,32.153,-90.1217,19685,Fine artist,1984-12-24,59d4605c2f6efa1fefbeeae0ca81d1c8,1329064015,32.209727,-90.214242,0
702884,702884,2019-10-27 08:38:36,2254799658404120,fraud_Bednar Group,misc_net,12.67,Barbara,Nelson,F,7337 Browning Falls Suite 027,Valdosta,GA,31605,30.946,-83.2474,94325,Educational psychologist,1987-09-08,63860f2c78342e17c55b15954232de25,1351327116,31.765305,-82.980088,0
1015994,1015994,2020-02-23 13:17:19,2266735643685262,fraud_Weimann-Lockman,kids_pets,12.63,Carlos,Chung,M,8957 Russell Key,Grant,AL,35747,34.4959,-86.259,5901,Curator,1972-07-25,037db720ed2a8134ccb7172e0468a064,1361625439,34.617221,-85.97419599999999,0
753627,753627,2019-11-18 09:20:17,341546199006537,"fraud_Tillman, Dickinson and Labadie",gas_transport,75.14,Mark,Brown,M,8580 Moore Cove,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",1939-11-09,1a4c52500e9ba8cdeff089ccef97e150,1353230417,65.744827,-166.085329,0
397073,397073,2019-06-30 08:27:23,30143713661454,fraud_Luettgen PLC,gas_transport,94.36,Nicholas,Thornton,M,5270 Megan Burg Suite 756,Halma,MN,56729,48.6669,-96.5969,140,"Embryologist, clinical",1942-01-06,7836ca366ca79e4ad417c4683bcf8102,1341044843,48.777891,-97.274221,0
401452,401452,2019-07-01 11:47:25,3533800906065217,fraud_Brekke and Sons,gas_transport,57.55,Amber,Thornton,F,840 Werner Lock Apt. 852,Campbell,NE,68932,40.2967,-98.737,493,"Surveyor, minerals",1940-09-13,0a1c59498f2c6d7266d3e20b16fcfbc3,1341143245,40.247873,-98.382605,0
906283,906283,2019-12-28 12:21:39,3502088871723054,"fraud_Stanton, Jakubowski and Baumbach",shopping_net,7.36,Scott,Martin,M,31472 Cody Place Suite 740,Kensington,MD,20895,39.0298,-77.0793,19054,Operations geologist,1976-09-08,8c4f43ddc0de55267d4c62b75e32cab8,1356697299,38.791795,-76.441671,0
725927,725927,2019-11-06 03:11:15,30518206766474,"fraud_Reilly, Heaney and Cole",gas_transport,59.46,Tamara,Martinez,F,471 Marquez Prairie Suite 680,Matthews,MO,63867,36.7154,-89.6287,1019,Aeronautical engineer,1979-01-26,13eaaec22d98e78c96ad8cdb218c7ceb,1352171475,37.484828,-89.378011,0
308858,308858,2019-05-29 20:24:08,5359543825610251,"fraud_Gutmann, McLaughlin and Wiza",home,4.37,Michael,Francis,M,1833 Jeanette Stravenue,Belgrade,MT,59714,45.7801,-111.1439,18182,"Engineer, drilling",1975-06-29,266b5ede666cc805378a0ed5986bf585,1338323048,45.492277,-110.309005,0
486651,486651,2019-08-01 00:41:19,3590736522064285,fraud_Luettgen PLC,gas_transport,92.63,Kimberly,Gonzalez,F,72966 Shannon Pass Apt. 391,Bauxite,AR,72011,34.5091,-92.4828,4074,"Scientist, audiological",1975-12-20,e6a34da6b071d166cb63f88fcf9d040c,1343781679,34.479316,-91.663626,0
1123497,1123497,2020-04-13 00:57:09,4383521454815,"fraud_Morissette, Weber and Wiegand",grocery_net,58.66,John,Robertson,M,209 Austin Stream Apt. 231,Indianapolis,IN,46290,39.9347,-86.1633,910148,Academic librarian,1987-09-22,cbdee2969a2c9875f480a3ee35d9d4f8,1365814629,39.56389,-86.155794,0
1031662,1031662,2020-03-03 10:06:14,38530489946071,fraud_Schmitt Inc,gas_transport,58.7,Laura,Johns,F,95835 Garcia Rue,Arcadia,SC,29320,34.9572,-81.9916,530,Animal technologist,1989-05-14,e40b5d7f70e370b3fba892215b904888,1362305174,35.035462,-82.41155,0
1216616,1216616,2020-05-24 07:51:00,3541554378551366,fraud_Larson-Moen,entertainment,2.3,Brianna,Wilson,F,257 Victor Stravenue,Hampton,VA,23666,37.0462,-76.4096,136895,Accounting technician,1939-09-19,ea80a6e70463bff87eb76079049e02d8,1369381860,36.965845,-76.989897,0
224594,224594,2019-04-23 12:21:36,3506592072985012,fraud_Larkin Ltd,kids_pets,40.74,Randy,Murphy,M,0356 Sarah Light,Ballwin,MO,63021,38.577,-90.5255,92608,"Engineer, communications",2001-07-26,9606f66f9aaa94038c142da400e40375,1335183696,39.322796,-89.577506,0
749669,749669,2019-11-17 02:08:54,3538520143479972,fraud_Howe Ltd,misc_pos,61.78,Cassandra,Nunez,F,9572 Austin Forge Suite 612,Clay Center,OH,43408,41.5686,-83.3632,269,Insurance underwriter,1965-09-15,7b255ac9fd90e86252b2a39b91ef9e77,1353118134,42.499337,-82.58192700000001,0
708194,708194,2019-10-28 23:15:08,3567697931646329,fraud_Buckridge PLC,misc_pos,1.63,John,Stevens,M,428 Morgan River,Hudson,NY,12534,42.247,-73.7552,17867,Travel agency manager,1998-07-29,c01fb3c21e5f26aee06d57d1e097ae2f,1351466108,42.424222,-73.055852,0
715239,715239,2019-11-01 23:59:18,6547670341037171,fraud_Kessler Inc,travel,5.91,Bryce,Joseph,M,148 Baker Field,Chester Heights,PA,19017,39.8839,-75.4669,348,Management consultant,1945-05-05,ed30221a90df86fe3335d4a56fa9f973,1351814358,39.518109,-75.423509,0
1201901,1201901,2020-05-17 18:30:26,6564459919350820,"fraud_Hoppe, Harris and Bednar",entertainment,58.46,Douglas,Willis,M,619 Jeremy Garden Apt. 681,Benton,WI,53803,42.5545,-90.3508,1306,Public relations officer,1958-09-10,89a4e736dfe89dad90ff569800cf22c0,1368815426,42.211706,-90.130021,0
932261,932261,2020-01-05 15:13:22,4623560839669,"fraud_Klocko, Runolfsdottir and Breitenberg",health_fitness,25.08,Vincent,Waller,M,9379 Vanessa Run Apt. 400,Lohrville,IA,51453,42.2619,-94.5566,695,Administrator,1954-07-15,6db5eb120fc068d6e3f4731d39d38ad8,1357398802,42.354539,-94.299108,0
1219285,1219285,2020-05-25 01:04:13,374238209524200,fraud_Cummings LLC,gas_transport,66.29,Daniel,Martinez,M,8510 Acevedo Burgs,Kent,OR,97033,45.0838,-120.6649,60,Museum education officer,1942-04-03,1f5ef2961d1189d721b977eeaf8a91b2,1369443853,45.467808000000005,-119.758173,0
1269206,1269206,2020-06-11 08:50:53,4514242065619750,fraud_Koss and Sons,gas_transport,77.99,Janet,Carpenter,F,9870 Collins Flat,Laramie,WY,82072,41.4247,-105.4781,35371,"Pilot, airline",1988-09-02,5e1c875ef1a0cc22def70c1bca40d5c4,1370940653,42.09367,-105.636922,0
1127453,1127453,2020-04-14 07:28:06,213157767990030,fraud_Koepp-Witting,grocery_pos,204.49,Tara,Campbell,F,05050 Rogers Well Apt. 439,Rock Springs,WY,82901,41.606,-109.23,27971,Music therapist,1984-08-01,7c6a75a2df66254213cddff2c0298a91,1365924486,40.917989,-109.392638,0
396049,396049,2019-06-30 00:24:53,5540636818935089,"fraud_Eichmann, Bogan and Rodriguez",gas_transport,51.39,Kenneth,Foster,M,329 Michael Extension,Lawrence,MA,1843,42.6911,-71.1605,76383,Geoscientist,1985-04-04,9557df9a5b2ab75e107afdedfcd68843,1341015893,41.724070000000005,-70.76210999999999,0
348875,348875,2019-06-13 02:34:20,30596478689301,"fraud_Tillman, Fritsch and Schmitt",misc_net,5.38,Daniel,Graham,M,28223 Ward Summit Apt. 664,Arvada,CO,80005,39.8422,-105.1097,122111,Hotel manager,1987-05-23,856f078d959af8aa1925e1e2baec4ca9,1339554860,40.426087,-105.215161,0
369505,369505,2019-06-20 12:59:40,374930071163758,fraud_Botsford and Sons,home,30.96,Daniel,Escobar,M,61390 Hayes Port,Romulus,MI,48174,42.2203,-83.3583,31515,Police officer,1971-11-05,51d4a535e1cfba1d2d79475d911f6b4b,1340197180,41.775258,-82.77027700000001,0
135373,135373,2019-03-15 18:51:43,3554849923339851,"fraud_Conroy, Balistreri and Gorczany",health_fitness,238.8,John,Hudson,M,886 Nicole Key,Stillwater,OK,74074,36.1043,-97.0609,55345,Cabin crew,1948-05-01,b25644e8020b47b7c3c3cd6e1a96598a,1331837503,36.273978,-96.400464,0
915108,915108,2019-12-29 21:38:24,6011109736646996,fraud_Jast and Sons,food_dining,31.15,Rebecca,Erickson,F,594 Berry Lights Apt. 392,Wilmington,NC,28405,34.2651,-77.867,186140,English as a second language teacher,1983-02-08,18051680b72fd8740a3a8388696e0bea,1356817104,33.794668,-78.292902,0
765566,765566,2019-11-24 03:18:44,6011393492413821,"fraud_Christiansen, Goyette and Schamberger",gas_transport,57.21,Natalie,Watson,F,386 James Roads Apt. 233,Los Angeles,CA,90014,34.0443,-118.2509,2383912,"Journalist, newspaper",1959-05-30,1359522ea5e6f5f7a6f3cbb3e8268e28,1353727124,34.213365,-118.466109,0
1257195,1257195,2020-06-07 14:27:24,213141712584544,fraud_Kihn Inc,shopping_pos,2.45,Margaret,Curtis,F,742 Oneill Shore,Florence,MS,39073,32.153,-90.1217,19685,Fine artist,1984-12-24,6474550095b485cd227c469c11d2397c,1370615244,32.769287,-90.084176,0
